体育直播,#genre#
CCTV-10科教,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000203503.m3u8
CCTV-10科教,http://223.110.245.170/ott.js.chinamobile.com/PLTV/3/224/3221225550/index.m3u8
CCTV-10科教,http://112.17.40.140/PLTV/88888888/224/3221226199/index.m3u8
CCTV-10科教,http://112.17.40.140/PLTV/88888888/224/3221226472/index.m3u8
CCTV-10科教,http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221227317/index.m3u8
CCTV-10科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225596/index.m3u8
CCTV-11戏曲,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000204103.m3u8
CCTV-11戏曲,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-11戏曲,http://112.17.40.140/PLTV/88888888/224/3221226219/index.m3u8
CCTV-12社会与法,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000202603.m3u8
CCTV-12社会与法,http://223.110.245.170/ott.js.chinamobile.com/PLTV/3/224/3221225556/index.m3u8
CCTV-12社会与法,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225598/index.m3u8
CCTV-12社会与法,http://112.17.40.140/PLTV/88888888/224/3221226167/index.m3u8
CCTV-12社会与法,http://183.207.249.8/PLTV/3/224/3221225556/index.m3u8
CCTV-12社会与法,http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221225556/index.m3u8
CCTV-12社会与法,http://112.17.40.140/PLTV/88888888/224/3221226563/index.m3u8
CCTV-12社会与法,http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221225556/index.m3u8
CCTV-13新闻,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000204603.m3u8
CCTV-13新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225599/index.m3u8
CCTV-13新闻,http://112.17.40.140/PLTV/88888888/224/3221226417/index.m3u8
CCTV-13新闻,http://112.17.40.140/PLTV/88888888/224/3221226193/index.m3u8
CCTV-13新闻,http://183.207.249.14/PLTV/3/224/3221225560/index.m3u8
CCTV-14少儿,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000204403.m3u8
CCTV-14少儿,http://112.17.40.140/PLTV/88888888/224/3221226126/index.m3u8
CCTV-14少儿,http://223.110.245.170/ott.js.chinamobile.com/PLTV/3/224/3221227201/index.m3u8
CCTV-14少儿,http://112.17.40.140/PLTV/88888888/224/3221226565/index.m3u8
CCTV-14少儿,http://223.110.245.155/ott.js.chinamobile.com/PLTV/3/224/3221225813/index.m3u8
CCTV-14少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225600/index.m3u8
CCTV-15音乐,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000205003.m3u8
CCTV-15音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-15音乐,http://112.17.40.140/PLTV/88888888/224/3221226112/index.m3u8
CCTV-15音乐,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225990/index.m3u8
CCTV-17农村农业,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000204203.m3u8
CCTV-4K,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000266303.m3u8
CGTN,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2001656803.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225604/index.m3u8

卫星频道,#genre#
湖南卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000296203.m3u8
湖南卫视,http://111.40.205.74/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225981/index.m3u8
湖南卫视,http://112.17.40.140/PLTV/88888888/224/3221226162/index.m3u8
湖南卫视,http://183.207.248.71/cntv/live1/HD-2500k-1080P-hunanstv/HD-2500k-1080P-hunanstv
湖南卫视,http://112.17.40.140/PLTV/88888888/224/3221226553/index.m3u8
湖南卫视,http://112.17.40.140/PLTV/88888888/224/3221226569/index.m3u8
湖南卫视,http://183.207.249.7/PLTV/2/224/3221225908/3.m3u8
北京卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000272103.m3u8
北京卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225988/index.m3u8
北京卫视,http://112.17.40.140/PLTV/88888888/224/3221226164/index.m3u8
北京卫视,http://183.207.249.8/PLTV/3/224/3221225574/index.m3u8
北京卫视,http://112.17.40.140/PLTV/88888888/224/3221226545/index.m3u8
北京卫视,http://112.17.40.140/PLTV/88888888/224/3221226583/index.m3u8
浙江卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000295503.m3u8
浙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225975/index.m3u8
浙江卫视,http://112.17.40.140/PLTV/88888888/224/3221226136/index.m3u8
浙江卫视,http://183.207.249.11/PLTV/3/224/3221225544/index.m3u8
浙江卫视,http://223.110.243.173/PLTV/3/224/3221227215/index.m3u8
浙江卫视,http://183.207.248.71/cntv/live1/HD-2500k-1080P-zhejiangstv/HD-2500k-1080P-zhejiangstv
浙江卫视,http://112.17.40.140/PLTV/88888888/224/3221226551/index.m3u8
浙江卫视,http://112.17.40.140/PLTV/88888888/224/3221226474/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225598/index.m3u8
江苏卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000295603.m3u8
江苏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225989/index.m3u8
江苏卫视,http://111.40.205.90/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视,http://112.17.40.140/PLTV/88888888/224/3221226140/index.m3u8
江苏卫视,http://112.17.40.140/PLTV/88888888/224/3221226414/index.m3u8
江苏卫视,http://117.169.120.165:8080/live/hdjiangsustv/playlist.m3u8
江苏卫视,http://183.207.248.71/cntv/live1/HD-2500k-1080P-jiangsustv/HD-2500k-1080P-jiangsustv
江苏卫视,http://112.17.40.140/PLTV/88888888/224/3221226567/index.m3u8
东方卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000292403.m3u8
东方卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225976/index.m3u8
东方卫视,http://112.17.40.140/PLTV/88888888/224/3221226142/index.m3u8
东方卫视,http://223.110.243.138/PLTV/3/224/3221227208/index.m3u8
东方卫视,http://183.207.249.10/PLTV/3/224/3221225558/index.m3u8
东方卫视,http://183.207.248.71/cntv/live1/HD-2500k-1080P-dongfangstv/HD-2500k-1080P-dongfangstv
东方卫视,http://112.17.40.140/PLTV/88888888/224/3221226581/index.m3u8
东方卫视,http://112.17.40.140/PLTV/88888888/224/3221226549/index.m3u8
安徽卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000298003.m3u8
安徽卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226045/index.m3u8
安徽卫视,http://huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225915/1.m3u8
安徽卫视,http://111.40.205.71/PLTV/88888888/224/3221225727/index.m3u8
安徽卫视,http://112.17.40.140/PLTV/88888888/224/3221226185/index.m3u8
安徽卫视,http://112.17.40.140/PLTV/88888888/224/3221226490/index.m3u8
安徽卫视,http://223.110.245.143/ott.js.chinamobile.com/PLTV/3/224/3221225800/index.m3u8
安徽卫视,http://183.207.249.7/PLTV/2/224/3221226053/index.m3u8
广东卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000292703.m3u8
广东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225985/index.m3u8
广东卫视,http://112.17.40.140/PLTV/88888888/224/3221226225/index.m3u8
广东卫视,http://112.17.40.140/PLTV/88888888/224/3221226408/index.m3u8
广东卫视,http://112.17.40.140/PLTV/88888888/224/3221226585/index.m3u8
广东卫视,http://183.207.249.10/PLTV/3/224/3221225592/index.m3u8
广东卫视,http://nclive.grtn.cn/gdws/playlist.m3u8
广东卫视,http://nclive.grtn.cn/gdws/sd/live.m3u8
广东卫视,http://www.cycatv.cn/public/WXTV06/playlist.m3u8
深圳卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000292203.m3u8
深圳卫视,http://183.207.249.11/PLTV/3/224/3221225582/index.m3u8
深圳卫视,http://112.17.40.140/PLTV/88888888/224/3221226203/index.m3u8
深圳卫视,http://112.17.40.140/PLTV/88888888/224/3221226486/index.m3u8
深圳卫视,http://112.17.40.140/PLTV/88888888/224/3221226543/index.m3u8
深圳卫视,http://www.szmgiptv.com:14436/hls/7.m3u8
南方卫视,http://nclive.grtn.cn/tvs2/playlist.m3u8
南方卫视,http://nclive.grtn.cn/tvs2/sd/live.m3u8
天津卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226048/index.m3u8
天津卫视,http://112.17.40.140/PLTV/88888888/224/3221226182/index.m3u8
天津卫视,http://112.17.40.140/PLTV/88888888/224/3221226412/index.m3u8
天津卫视,http://223.110.243.170/PLTV/3/224/3221227212/index.m3u8
天津卫视,http://112.17.40.140/PLTV/88888888/224/3221226488/index.m3u8
辽宁卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000281303.m3u8
辽宁卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226049/index.m3u8
辽宁卫视,http://111.40.205.89/PLTV/88888888/224/3221225619/index.m3u8
辽宁卫视,http://112.17.40.140/PLTV/88888888/224/3221226148/index.m3u8
辽宁卫视,http://183.207.249.16/PLTV/2/224/3221226061/index.m3u8
黑龙江卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000293903.m3u8
黑龙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225980/index.m3u8
黑龙江卫视,http://111.40.205.87/PLTV/88888888/224/3221225640/index.m3u8
黑龙江卫视,http://112.17.40.140/PLTV/88888888/224/3221226201/index.m3u8
黑龙江卫视,http://112.17.40.140/PLTV/88888888/224/3221226555/index.m3u8
黑龙江卫视,http://223.110.243.169/PLTV/3/224/3221227252/index.m3u8
黑龙江卫视,http://112.17.40.140/PLTV/88888888/224/3221226492/index.m3u8
山东卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000294803.m3u8
山东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225992/index.m3u8
山东卫视,http://112.17.40.140/PLTV/88888888/224/3221226144/index.m3u8
山东卫视,http://112.17.40.140/PLTV/88888888/224/3221226410/index.m3u8
山东卫视,http://112.17.40.140/PLTV/88888888/224/3221226587/index.m3u8
山东卫视,http://ksdlive.iqilu.com/./sdtv.m3u8
湖北卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000294503.m3u8
湖北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225993/index.m3u8
湖北卫视,http://111.40.205.69/PLTV/88888888/224/3221225705/index.m3u8
湖北卫视,http://112.17.40.140/PLTV/88888888/224/3221226197/index.m3u8
湖北卫视,http://112.17.40.140/PLTV/88888888/224/3221226547/index.m3u8
湖北卫视,http://223.110.243.171/PLTV/3/224/3221227211/index.m3u8
湖北卫视,http://183.207.249.7/PLTV/3/224/3221225630/index.m3u8
湖北卫视,http://112.17.40.140/PLTV/88888888/224/3221226494/index.m3u8
东南卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000292503.m3u8
东南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226046/index.m3u8
东南卫视,http://111.40.205.86/PLTV/88888888/224/3221225620/index.m3u8
东南卫视,http://111.40.205.83/PLTV/88888888/224/3221225620/index.m3u8
东南卫视,http://39.135.16.142:6060/PLTV/88888888/224/3221225739/1/index.m3u8?fmt=ts2hls
东南卫视,http://183.207.249.12/PLTV/3/224/3221225598/index.m3u8
东南卫视,http://112.17.40.140/PLTV/88888888/224/3221226134/index.m3u8
东南卫视,http://183.207.249.16/PLTV/2/224/3221226067/index.m3u8
海南卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000291503.m3u8
海南卫视,http://111.40.205.92/PLTV/88888888/224/3221225639/index.m3u8
海南卫视,http://112.17.40.140/PLTV/88888888/224/3221226116/index.m3u8
广西卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000294203.m3u8
广西卫视,http://111.40.205.72/PLTV/88888888/224/3221225622/index.m3u8
广西卫视,http://183.207.249.14/PLTV/3/224/3221225554/index.m3u8
广西卫视,http://112.17.40.140/PLTV/88888888/224/3221226211/index.m3u8
广西卫视,http://183.207.249.16/PLTV/2/224/3221226055/index.m3u8
江西卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000294103.m3u8
江西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226044/index.m3u8
江西卫视,http://111.40.205.77/PLTV/88888888/224/3221225615/index.m3u8
江西卫视,http://112.17.40.140/PLTV/88888888/224/3221226557/index.m3u8
江西卫视,http://183.207.249.11/PLTV/3/224/3221225536/index.m3u8
江西卫视,http://112.17.40.140/PLTV/88888888/224/3221226128/index.m3u8
重庆卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000297803.m3u8
重庆卫视,http://111.40.205.87/PLTV/88888888/224/3221225618/index.m3u8
重庆卫视,http://183.207.249.12/PLTV/3/224/3221225594/index.m3u8
重庆卫视,http://112.17.40.140/PLTV/88888888/224/3221226217/index.m3u8
重庆卫视,http://117.169.120.132:8080/live/chongqingstv/playlist.m3u8
重庆卫视,http://183.207.249.11/PLTV/2/224/3221226051/index.m3u8
四川卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000295003.m3u8
四川卫视,http://111.40.205.69/PLTV/88888888/224/3221225621/index.m3u8
四川卫视,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221225814/index.m3u8
四川卫视,http://112.17.40.140/PLTV/88888888/224/3221226215/index.m3u8
四川卫视,http://183.207.249.13/PLTV/2/224/3221226059/index.m3u8
四川卫视,http://183.207.249.14/PLTV/2/224/3221226059/index.m3u8
厦门卫视,http://cstv.live.wscdns.com/live/xiamen/playlist.m3u8
厦门卫视,http://183.207.249.9/PLTV/2/224/3221226093/index.m3u8
厦门卫视,http://183.207.249.11/PLTV/2/224/3221226093/index.m3u8
贵州卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000293303.m3u8
贵州卫视,http://111.40.205.74/PLTV/88888888/224/3221225626/index.m3u8
贵州卫视,http://183.207.249.15/PLTV/3/224/3221225540/index.m3u8
贵州卫视,http://112.17.40.140/PLTV/88888888/224/3221226146/index.m3u8
贵州卫视,http://183.207.249.12/PLTV/3/224/3221225540/index.m3u8
河南卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000296103.m3u8
河南卫视,http://112.17.40.140/PLTV/88888888/224/3221226130/index.m3u8
河北卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000293403.m3u8
河北卫视,http://weblive.hebtv.com/live/hbws_bq/index.m3u8
河北卫视,http://111.40.205.87/PLTV/88888888/224/3221225623/index.m3u8
河北卫视,http://183.207.249.10/PLTV/2/224/3221226075/index.m3u8
山东卫视,http://111.0.27.31/tlivecloud-cdn.ysp.cctv.cn/001/2000294803.m3u8
山东卫视,http://112.17.40.140/PLTV/88888888/224/3221226144/index.m3u8
山东卫视,http://112.17.40.140/PLTV/88888888/224/3221226410/index.m3u8
山东卫视,http://112.17.40.140/PLTV/88888888/224/3221226587/index.m3u8
山东卫视,http://ksdlive.gwpd.iqilu.com/sdtv.m3u8
山东卫视,http://120.221.2.42:8089/PLTV/88888888/224/3221225584/1.m3u8
山西卫视,http://111.40.205.81/PLTV/88888888/224/3221225624/index.m3u8
山西卫视,http://112.17.40.140/PLTV/88888888/224/3221226114/index.m3u8
山西卫视,http://183.207.249.16/PLTV/2/224/3221226091/index.m3u8
陕西卫视,http://111.40.205.84/PLTV/88888888/224/3221225625/index.m3u8
陕西卫视,http://112.17.40.140/PLTV/88888888/224/3221226177/index.m3u8
陕西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226021/index.m3u8
陕西卫视,http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221226079/index.m3u8
甘肃卫视,http://111.40.205.80/PLTV/88888888/224/3221225633/index.m3u8
甘肃卫视,http://112.17.40.140/PLTV/88888888/224/3221226187/index.m3u8
甘肃卫视,http://183.207.249.11/PLTV/2/224/3221226087/index.m3u8
甘肃卫视,http://183.207.249.12/PLTV/2/224/3221226087/index.m3u8
吉林卫视,http://111.40.205.72/PLTV/88888888/224/3221225637/index.m3u8
吉林卫视,http://112.17.40.140/PLTV/88888888/224/3221226158/index.m3u8
吉林卫视,http://183.207.249.11/PLTV/2/224/3221226057/index.m3u8
吉林卫视,http://183.207.249.9/PLTV/2/224/3221226057/index.m3u8
云南卫视,http://111.40.205.90/PLTV/88888888/224/3221225636/index.m3u8
云南卫视,http://112.17.40.140/PLTV/88888888/224/3221226241/index.m3u8
云南卫视,http://183.207.249.8/PLTV/2/224/3221226083/index.m3u8
宁夏卫视,http://111.40.205.72/PLTV/88888888/224/3221225632/index.m3u8
宁夏卫视,http://183.207.249.10/PLTV/3/224/3221225628/index.m3u8
宁夏卫视,http://112.17.40.140/PLTV/88888888/224/3221226209/index.m3u8
青海卫视,http://111.40.205.91/PLTV/88888888/224/3221225628/index.m3u8
青海卫视,http://112.17.40.140/PLTV/88888888/224/3221226191/index.m3u8
内蒙古卫视,http://111.40.205.87/PLTV/88888888/224/3221225634/index.m3u8
内蒙古卫视,http://183.207.249.10/PLTV/3/224/3221225624/index.m3u8
内蒙古卫视,http://112.17.40.140/PLTV/88888888/224/3221226174/index.m3u8
内蒙古卫视,http://183.207.249.13/PLTV/2/224/3221226077/index.m3u8
西藏卫视,http://111.40.205.83/PLTV/88888888/224/3221225638/index.m3u8
西藏卫视,http://183.207.249.11/PLTV/3/224/3221225579/index.m3u8
西藏卫视,http://183.207.249.16/PLTV/3/224/3221225523/index.m3u8
西藏卫视,http://112.17.40.140/PLTV/88888888/224/3221226160/index.m3u8
西藏卫视,http://183.207.249.11/PLTV/2/224/3221226081/index.m3u8
新疆卫视,http://111.40.205.75/PLTV/88888888/224/3221225635/index.m3u8
农林卫视,http://stream.snrtv.com/sxtvs-nl.m3u8
兵团卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226028/index.m3u8
兵团卫视,http://112.17.40.140/PLTV/88888888/224/3221226186/index.m3u8
兵团卫视,http://v.btzx.com.cn:1935/live/weishi.stream/playlist.m3u8
兵团卫视,http://v.btzx.com.cn:1935/live/weishi.stream/chunklist_w846804169.m3u8
兵团卫视,http://183.207.249.16/PLTV/2/224/3221226085/index.m3u8
安多卫视,http://111.40.205.89/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://111.40.205.81/PLTV/88888888/224/3221225660/index.m3u8
优漫卡通,http://111.40.205.83/PLTV/88888888/224/3221225656/index.m3u8
优漫卡通,http://223.110.243.171/PLTV/3/224/3221226982/index.m3u8
优漫卡通,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/youmankaton/1.m3u8
优漫卡通,http://112.17.40.140/PLTV/88888888/224/3221226172/index.m3u8
炫动卡通,http://111.40.205.80/PLTV/88888888/224/3221225657/index.m3u8
卡酷少儿,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/kakukaton/1.m3u8
金鹰卡通,http://183.207.249.15/PLTV/3/224/3221225620/index.m3u8
金鹰卡通,http://112.17.40.140/PLTV/88888888/224/3221226190/index.m3u8
金鹰卡通,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/jinyingkaton/1.m3u8
嘉佳卡通,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8
嘉佳卡通,http://nclive.grtn.cn/jjkt/playlist.m3u8
嘉佳卡通,http://nclive.grtn.cn/jjkt/sd/live.m3u8

港台新闻,#genre#
TVB无线新闻台,http://185.180.221.194:8278/Inews/playlist.m3u8?tid=56699937&ct=18205&tsum=6a2b767494bda26fa75d52fee20a26c2
TVB无线新闻台,http://www.liveviptv.xyz/tv/tvb.php
TVB无线新闻台,p8p://0198.02686.cc:16871/5d1a69dc000d64b611be7bef5757286e.ts
TVB无线新闻台,vjms://23.237.33.155:8500:3502/live/cid=366
TVBS新闻,P2p://190.2.146.92:18912/5c7249c2000e510f1d57a75a30592ee2.ts
TVBS新闻,vjms://58.215.133.185:8500:3502/live/cid=348
